Zeit von [CET/CEST],Zeit bis [CET/CEST],Wind [MW],Solar [MW],Biomasse [MW],Gas [MW],Kohle [MW],Öl [MW],Geothermie [MW],Pumpspeicher [MW],Lauf- und Schwellwasser [MW],Speicher [MW],Sonstige Erneuerbare [MW],Müll [MW],Andere [MW],time
07.01.2023 11:00:00,07.01.2023 12:00:00,0.03,0.08,260.0,742.4,0.0,0.0,0.072,639.4,0.43,150.5,0.0,100.0,22.0,"(2030, 156)"
07.01.2023 12:00:00,07.01.2023 13:00:00,0.04,0.09,260.0,729.6,0.0,0.0,0.072,604.6,0.43,144.9,0.0,100.0,22.0,"(2030, 157)"
07.01.2023 13:00:00,07.01.2023 14:00:00,0.09,0.08,260.0,644.3,0.0,0.0,0.072,342.3,0.42,116.2,0.0,100.0,22.0,"(2030, 158)"
07.01.2023 14:00:00,07.01.2023 15:00:00,0.13,0.06,260.0,642.7,0.0,0.0,0.072,481.3,0.4,90.8,0.0,100.0,22.0,"(2030, 159)"
07.01.2023 15:00:00,07.01.2023 16:00:00,0.18,0.03,260.0,675.7,0.0,0.0,0.072,700.1,0.4,155.8,0.0,100.0,22.0,"(2030, 160)"
07.01.2023 16:00:00,07.01.2023 17:00:00,0.24,0.0,260.0,666.4,0.0,0.0,0.072,1425.5,0.4,192.4,0.0,100.0,22.0,"(2030, 161)"
07.01.2023 17:00:00,07.01.2023 18:00:00,0.29,0.0,260.0,740.3,0.0,0.0,0.072,1406.9,0.39,203.8,0.0,100.0,22.0,"(2030, 162)"
07.01.2023 18:00:00,07.01.2023 19:00:00,0.37,0.0,260.0,754.3,0.0,0.0,0.072,1538.4,0.37,144.1,0.0,100.0,22.0,"(2030, 163)"
07.01.2023 19:00:00,07.01.2023 20:00:00,0.35,0.0,260.0,691.7,0.0,0.0,0.072,1608.2,0.36,137.0,0.0,100.0,22.0,"(2030, 164)"
07.01.2023 20:00:00,07.01.2023 21:00:00,0.32,0.0,260.0,574.7,0.0,0.0,0.072,1041.9,0.36,83.2,0.0,100.0,22.0,"(2030, 165)"
07.01.2023 21:00:00,07.01.2023 22:00:00,0.31,0.0,260.0,551.8,0.0,0.0,0.072,671.7,0.35,90.9,0.0,100.0,22.0,"(2030, 166)"
07.01.2023 22:00:00,07.01.2023 23:00:00,0.3,0.0,260.0,539.3,0.0,0.0,0.072,303.5,0.34,107.6,0.0,100.0,22.0,"(2030, 167)"
07.01.2023 23:00:00,08.01.2023 00:00:00,0.31,0.0,260.0,518.0,0.0,0.0,0.072,-304.3,0.34,66.1,0.0,100.0,22.0,"(2030, 168)"
08.01.2023 00:00:00,08.01.2023 01:00:00,0.29,0.0,260.0,507.7,0.0,0.0,0.072,-791.3,0.33,37.2,0.0,100.0,22.0,"(2030, 169)"
08.01.2023 01:00:00,08.01.2023 02:00:00,0.26,0.0,260.0,419.6,0.0,0.0,0.072,-1207.4,0.32,62.0,0.0,100.0,22.0,"(2030, 170)"
08.01.2023 02:00:00,08.01.2023 03:00:00,0.23,0.0,260.0,391.4,0.0,0.0,0.072,-1538.5,0.32,24.2,0.0,100.0,22.0,"(2030, 171)"
08.01.2023 03:00:00,08.01.2023 04:00:00,0.2,0.0,260.0,410.9,0.0,0.0,0.072,-1412.1,0.32,33.2,0.0,100.0,22.0,"(2030, 172)"
08.01.2023 04:00:00,08.01.2023 05:00:00,0.21,0.0,260.0,370.9,0.0,0.0,0.072,-1446.2,0.32,67.4,0.0,100.0,22.0,"(2030, 173)"
08.01.2023 05:00:00,08.01.2023 06:00:00,0.2,0.0,260.0,377.9,0.0,0.0,0.072,-1547.5,0.32,50.2,0.0,100.0,22.0,"(2030, 174)"
08.01.2023 06:00:00,08.01.2023 07:00:00,0.2,0.0,260.0,401.8,0.0,0.0,0.072,-1479.1,0.32,87.6,0.0,100.0,22.0,"(2030, 175)"
08.01.2023 07:00:00,08.01.2023 08:00:00,0.23,0.0,260.0,424.2,0.0,0.0,0.072,-812.6,0.34,80.8,0.0,100.0,22.0,"(2030, 176)"
08.01.2023 08:00:00,08.01.2023 09:00:00,0.24,0.01,260.0,473.1,0.0,0.0,0.072,-913.0,0.36,69.0,0.0,100.0,22.0,"(2030, 177)"
08.01.2023 09:00:00,08.01.2023 10:00:00,0.21,0.02,260.0,571.4,0.0,0.0,0.072,-519.3,0.37,104.4,0.0,100.0,22.0,"(2030, 178)"
08.01.2023 10:00:00,08.01.2023 11:00:00,0.22,0.04,260.0,598.7,0.0,0.0,0.072,-590.8,0.39,136.4,0.0,100.0,22.0,"(2030, 179)"
08.01.2023 11:00:00,08.01.2023 12:00:00,0.22,0.06,260.0,615.1,0.0,0.0,0.072,-617.1,0.4,105.6,0.0,100.0,22.0,"(2030, 180)"
08.01.2023 12:00:00,08.01.2023 13:00:00,0.17,0.06,260.0,618.6,0.0,0.0,0.072,-450.0,0.39,259.9,0.0,100.0,22.0,"(2030, 181)"
08.01.2023 13:00:00,08.01.2023 14:00:00,0.06,0.06,260.0,662.7,0.0,0.0,0.072,-356.7,0.39,277.5,0.0,100.0,22.0,"(2030, 182)"
08.01.2023 14:00:00,08.01.2023 15:00:00,0.03,0.04,260.0,674.6,0.0,0.0,0.072,-269.2,0.38,320.1,0.0,100.0,22.0,"(2030, 183)"
08.01.2023 15:00:00,08.01.2023 16:00:00,0.03,0.02,260.0,649.6,0.0,0.0,0.072,-131.4,0.38,130.4,0.0,100.0,22.0,"(2030, 184)"
08.01.2023 16:00:00,08.01.2023 17:00:00,0.05,0.0,260.0,713.8,0.0,0.0,0.072,365.7,0.38,97.4,0.0,100.0,22.0,"(2030, 185)"
08.01.2023 17:00:00,08.01.2023 18:00:00,0.06,0.0,260.0,752.2,0.0,0.0,0.072,603.3,0.39,56.8,0.0,100.0,22.0,"(2030, 186)"
08.01.2023 18:00:00,08.01.2023 19:00:00,0.05,0.0,260.0,751.0,0.0,0.0,0.072,579.2,0.4,104.4,0.0,100.0,22.0,"(2030, 187)"
08.01.2023 19:00:00,08.01.2023 20:00:00,0.02,0.0,260.0,726.4,0.0,0.0,0.072,483.9,0.4,233.4,0.0,100.0,22.0,"(2030, 188)"
08.01.2023 20:00:00,08.01.2023 21:00:00,0.0,0.0,260.0,649.5,0.0,0.0,0.072,326.7,0.39,131.1,0.0,100.0,22.0,"(2030, 189)"
08.01.2023 21:00:00,08.01.2023 22:00:00,0.0,0.0,260.0,648.3,0.0,0.0,0.072,-211.1,0.38,84.8,0.0,100.0,22.0,"(2030, 190)"
08.01.2023 22:00:00,08.01.2023 23:00:00,0.04,0.0,260.0,626.1,0.0,0.0,0.072,-595.2,0.36,78.7,0.0,100.0,22.0,"(2030, 191)"
08.01.2023 23:00:00,09.01.2023 00:00:00,0.16,0.0,260.0,583.1,0.0,0.0,0.072,-898.0,0.35,57.5,0.0,100.0,22.0,"(2030, 192)"
09.01.2023 00:00:00,09.01.2023 01:00:00,0.28,0.0,244.0,497.1,0.0,0.0,0.072,-1613.9,0.33,49.6,0.0,100.0,22.0,"(2030, 193)"
09.01.2023 01:00:00,09.01.2023 02:00:00,0.34,0.0,244.0,381.8,0.0,0.0,0.072,-1478.3,0.33,38.6,0.0,100.0,22.0,"(2030, 194)"
09.01.2023 02:00:00,09.01.2023 03:00:00,0.4,0.0,244.0,422.0,0.0,0.0,0.072,-1302.6,0.32,83.5,0.0,100.0,22.0,"(2030, 195)"
09.01.2023 03:00:00,09.01.2023 04:00:00,0.48,0.0,244.0,478.5,0.0,0.0,0.072,-1231.1,0.32,63.2,0.0,100.0,22.0,"(2030, 196)"
09.01.2023 04:00:00,09.01.2023 05:00:00,0.56,0.0,244.0,488.8,0.0,0.0,0.072,-1037.5,0.31,48.9,0.0,100.0,22.0,"(2030, 197)"
09.01.2023 05:00:00,09.01.2023 06:00:00,0.64,0.0,244.0,550.3,0.0,0.0,0.072,-1258.9,0.32,105.2,0.0,100.0,22.0,"(2030, 198)"
09.01.2023 06:00:00,09.01.2023 07:00:00,0.79,0.0,240.0,826.6,0.0,0.0,0.072,20.8,0.33,126.6,0.0,100.0,22.0,"(2030, 199)"
09.01.2023 07:00:00,09.01.2023 08:00:00,0.85,0.0,240.0,998.7,0.0,0.0,0.072,465.2,0.34,115.6,0.0,100.0,22.0,"(2030, 200)"
09.01.2023 08:00:00,09.01.2023 09:00:00,0.81,0.01,240.0,1233.6,0.0,0.0,0.072,1415.6,0.36,217.6,0.0,100.0,22.0,"(2030, 201)"
09.01.2023 09:00:00,09.01.2023 10:00:00,0.6,0.01,240.0,1335.4,0.0,0.0,0.072,1494.5,0.37,239.1,0.0,100.0,22.0,"(2030, 202)"
09.01.2023 10:00:00,09.01.2023 11:00:00,0.33,0.02,240.0,1385.3,0.0,0.0,0.072,1741.1,0.38,344.0,0.0,100.0,22.0,"(2030, 203)"
09.01.2023 11:00:00,09.01.2023 12:00:00,0.35,0.03,240.0,1391.4,0.0,0.0,0.072,1942.8,0.36,281.9,0.0,100.0,22.0,"(2030, 204)"
09.01.2023 12:00:00,09.01.2023 13:00:00,0.45,0.03,240.0,1384.9,0.0,0.0,0.072,1683.3,0.36,228.9,0.0,100.0,22.0,"(2030, 205)"
09.01.2023 13:00:00,09.01.2023 14:00:00,0.42,0.03,240.0,1407.2,0.0,0.0,0.072,1812.4,0.36,316.4,0.0,100.0,22.0,"(2030, 206)"
09.01.2023 14:00:00,09.01.2023 15:00:00,0.42,0.02,240.0,1412.7,0.0,0.0,0.072,1776.9,0.36,335.4,0.0,100.0,22.0,"(2030, 207)"
09.01.2023 15:00:00,09.01.2023 16:00:00,0.32,0.01,240.0,1393.7,0.0,0.0,0.072,2565.0,0.36,629.4,0.0,100.0,22.0,"(2030, 208)"
09.01.2023 16:00:00,09.01.2023 17:00:00,0.32,0.0,240.0,1395.7,0.0,0.0,0.072,2905.9,0.36,706.3,0.0,100.0,22.0,"(2030, 209)"
09.01.2023 17:00:00,09.01.2023 18:00:00,0.48,0.0,240.0,1385.1,0.0,0.0,0.072,2595.7,0.37,751.5,0.0,100.0,22.0,"(2030, 210)"
09.01.2023 18:00:00,09.01.2023 19:00:00,0.52,0.0,240.0,1382.9,0.0,0.0,0.072,2466.5,0.38,611.8,0.0,100.0,22.0,"(2030, 211)"
09.01.2023 19:00:00,09.01.2023 20:00:00,0.53,0.0,240.0,1386.0,0.0,0.0,0.072,2205.3,0.39,431.3,0.0,100.0,22.0,"(2030, 212)"
09.01.2023 20:00:00,09.01.2023 21:00:00,0.54,0.0,240.0,1387.5,0.0,0.0,0.072,589.6,0.37,226.8,0.0,100.0,22.0,"(2030, 213)"
09.01.2023 21:00:00,09.01.2023 22:00:00,0.62,0.0,240.0,1163.2,0.0,0.0,0.072,320.2,0.36,118.0,0.0,100.0,22.0,"(2030, 214)"
09.01.2023 22:00:00,09.01.2023 23:00:00,0.68,0.0,240.0,998.3,0.0,0.0,0.072,133.8,0.36,69.1,0.0,100.0,22.0,"(2030, 215)"
09.01.2023 23:00:00,10.01.2023 00:00:00,0.77,0.0,244.0,674.9,0.0,0.0,0.072,-1106.6,0.35,92.5,0.0,100.0,22.0,"(2030, 216)"
10.01.2023 00:00:00,10.01.2023 01:00:00,0.83,0.0,240.0,516.6,0.0,0.0,0.072,-1126.8,0.33,51.9,0.0,100.0,22.0,"(2030, 217)"
10.01.2023 01:00:00,10.01.2023 02:00:00,0.83,0.0,236.0,368.4,0.0,0.0,0.072,-845.0,0.34,62.4,0.0,100.0,22.0,"(2030, 218)"
10.01.2023 02:00:00,10.01.2023 03:00:00,0.8,0.0,236.0,382.9,0.0,0.0,0.072,-1033.6,0.34,96.6,0.0,100.0,22.0,"(2030, 219)"
10.01.2023 03:00:00,10.01.2023 04:00:00,0.84,0.0,236.0,378.1,0.0,0.0,0.072,-923.3,0.34,70.9,0.0,100.0,22.0,"(2030, 220)"
10.01.2023 04:00:00,10.01.2023 05:00:00,0.9,0.0,236.0,370.0,0.0,0.0,0.072,-1023.1,0.34,63.7,0.0,100.0,22.0,"(2030, 221)"
10.01.2023 05:00:00,10.01.2023 06:00:00,0.91,0.0,236.0,425.8,0.0,0.0,0.072,-805.0,0.34,132.0,0.0,100.0,22.0,"(2030, 222)"
10.01.2023 06:00:00,10.01.2023 07:00:00,0.92,0.0,236.0,871.5,0.0,0.0,0.072,526.2,0.35,204.0,0.0,100.0,22.0,"(2030, 223)"
10.01.2023 07:00:00,10.01.2023 08:00:00,0.93,0.0,236.0,971.2,0.0,0.0,0.072,1802.8,0.36,441.5,0.0,100.0,22.0,"(2030, 224)"
10.01.2023 08:00:00,10.01.2023 09:00:00,0.93,0.01,236.0,1153.7,0.0,0.0,0.072,2090.2,0.37,558.3,0.0,100.0,22.0,"(2030, 225)"
10.01.2023 09:00:00,10.01.2023 10:00:00,0.94,0.02,236.0,1353.5,0.0,0.0,0.072,1673.8,0.37,454.2,0.0,100.0,22.0,"(2030, 226)"
10.01.2023 10:00:00,10.01.2023 11:00:00,0.94,0.04,236.0,1396.8,0.0,0.0,0.072,1547.3,0.38,446.1,0.0,100.0,22.0,"(2030, 227)"
10.01.2023 11:00:00,10.01.2023 12:00:00,0.94,0.05,236.0,1422.9,0.0,0.0,0.072,944.7,0.38,293.0,0.0,100.0,22.0,"(2030, 228)"
10.01.2023 12:00:00,10.01.2023 13:00:00,0.94,0.06,236.0,1441.5,0.0,0.0,0.072,303.0,0.38,246.6,0.0,100.0,22.0,"(2030, 229)"
10.01.2023 13:00:00,10.01.2023 14:00:00,0.93,0.05,236.0,1452.5,0.0,0.0,0.072,156.3,0.38,198.5,0.0,100.0,22.0,"(2030, 230)"
10.01.2023 14:00:00,10.01.2023 15:00:00,0.92,0.04,236.0,1429.7,0.0,0.0,0.072,352.0,0.37,221.0,0.0,100.0,22.0,"(2030, 231)"
10.01.2023 15:00:00,10.01.2023 16:00:00,0.91,0.02,236.0,1404.1,0.0,0.0,0.072,787.8,0.37,259.0,0.0,100.0,22.0,"(2030, 232)"
10.01.2023 16:00:00,10.01.2023 17:00:00,0.89,0.0,236.0,1385.3,0.0,0.0,0.072,1027.0,0.37,239.0,0.0,100.0,22.0,"(2030, 233)"
10.01.2023 17:00:00,10.01.2023 18:00:00,0.88,0.0,236.0,1379.8,0.0,0.0,0.072,1240.5,0.38,244.0,0.0,100.0,22.0,"(2030, 234)"
10.01.2023 18:00:00,10.01.2023 19:00:00,0.87,0.0,236.0,1370.0,0.0,0.0,0.072,1102.7,0.38,204.5,0.0,100.0,22.0,"(2030, 235)"
10.01.2023 19:00:00,10.01.2023 20:00:00,0.79,0.0,236.0,1339.2,0.0,0.0,0.072,357.9,0.38,271.9,0.0,100.0,22.0,"(2030, 236)"
10.01.2023 20:00:00,10.01.2023 21:00:00,0.72,0.0,236.0,1232.5,0.0,0.0,0.072,390.4,0.37,475.1,0.0,100.0,22.0,"(2030, 237)"
10.01.2023 21:00:00,10.01.2023 22:00:00,0.76,0.0,236.0,1014.5,0.0,0.0,0.072,25.2,0.37,237.4,0.0,100.0,22.0,"(2030, 238)"
10.01.2023 22:00:00,10.01.2023 23:00:00,0.77,0.0,240.0,847.4,0.0,0.0,0.072,-1224.0,0.35,154.0,0.0,100.0,22.0,"(2030, 239)"
10.01.2023 23:00:00,11.01.2023 00:00:00,0.7,0.0,240.0,616.6,0.0,0.0,0.072,-1663.2,0.33,129.7,0.0,100.0,22.0,"(2030, 240)"
11.01.2023 00:00:00,11.01.2023 01:00:00,0.71,0.0,240.0,573.6,0.0,0.0,0.072,-1474.5,0.32,219.1,0.0,100.0,22.0,"(2030, 241)"
11.01.2023 01:00:00,11.01.2023 02:00:00,0.68,0.0,236.0,563.6,0.0,0.0,0.072,-1576.7,0.31,79.1,0.0,100.0,22.0,"(2030, 242)"
11.01.2023 02:00:00,11.01.2023 03:00:00,0.59,0.0,236.0,555.8,0.0,0.0,0.072,-1580.2,0.32,82.1,0.0,100.0,22.0,"(2030, 243)"
11.01.2023 03:00:00,11.01.2023 04:00:00,0.46,0.0,236.0,578.0,0.0,0.0,0.072,-1367.5,0.33,105.7,0.0,100.0,22.0,"(2030, 244)"
11.01.2023 04:00:00,11.01.2023 05:00:00,0.26,0.0,236.0,613.3,0.0,0.0,0.072,-1134.4,0.33,216.9,0.0,100.0,22.0,"(2030, 245)"
11.01.2023 05:00:00,11.01.2023 06:00:00,0.18,0.0,236.0,708.9,0.0,0.0,0.072,-417.8,0.34,209.3,0.0,100.0,22.0,"(2030, 246)"
11.01.2023 06:00:00,11.01.2023 07:00:00,0.12,0.0,236.0,1262.5,0.0,0.0,0.072,965.4,0.35,487.6,0.0,100.0,22.0,"(2030, 247)"
11.01.2023 07:00:00,11.01.2023 08:00:00,0.06,0.0,236.0,1407.8,0.0,0.0,0.072,2088.8,0.38,623.5,0.0,100.0,22.0,"(2030, 248)"
11.01.2023 08:00:00,11.01.2023 09:00:00,0.05,0.01,236.0,1413.1,0.0,0.0,0.072,2765.1,0.39,857.9,0.0,100.0,22.0,"(2030, 249)"
11.01.2023 09:00:00,11.01.2023 10:00:00,0.03,0.02,236.0,1439.8,0.0,0.0,0.072,2332.9,0.39,697.7,0.0,100.0,22.0,"(2030, 250)"
11.01.2023 10:00:00,11.01.2023 11:00:00,0.01,0.04,236.0,1460.1,0.0,0.0,0.072,2501.8,0.39,629.1,0.0,100.0,22.0,"(2030, 251)"
11.01.2023 11:00:00,11.01.2023 12:00:00,0.02,0.05,236.0,1487.4,0.0,0.0,0.072,1652.7,0.4,498.2,0.0,100.0,22.0,"(2030, 252)"
11.01.2023 12:00:00,11.01.2023 13:00:00,0.02,0.04,236.0,1527.7,0.0,0.0,0.072,1044.5,0.39,301.3,0.0,100.0,22.0,"(2030, 253)"
11.01.2023 13:00:00,11.01.2023 14:00:00,0.01,0.03,236.0,1504.1,0.0,0.0,0.072,947.0,0.38,369.6,0.0,100.0,22.0,"(2030, 254)"
11.01.2023 14:00:00,11.01.2023 15:00:00,0.03,0.02,236.0,1476.2,0.0,0.0,0.072,1109.8,0.4,310.9,0.0,100.0,22.0,"(2030, 255)"
11.01.2023 15:00:00,11.01.2023 16:00:00,0.11,0.02,236.0,1426.4,0.0,0.0,0.072,1839.6,0.39,349.0,0.0,100.0,22.0,"(2030, 256)"
11.01.2023 16:00:00,11.01.2023 17:00:00,0.22,0.01,236.0,1399.8,0.0,0.0,0.072,2226.7,0.4,442.0,0.0,100.0,22.0,"(2030, 257)"
11.01.2023 17:00:00,11.01.2023 18:00:00,0.26,0.0,236.0,1400.2,0.0,0.0,0.072,2424.3,0.4,521.3,0.0,100.0,22.0,"(2030, 258)"
11.01.2023 18:00:00,11.01.2023 19:00:00,0.23,0.0,236.0,1386.6,0.0,0.0,0.072,2668.6,0.4,532.6,0.0,100.0,22.0,"(2030, 259)"
11.01.2023 19:00:00,11.01.2023 20:00:00,0.2,0.0,236.0,1393.8,0.0,0.0,0.072,2303.4,0.39,404.5,0.0,100.0,22.0,"(2030, 260)"
11.01.2023 20:00:00,11.01.2023 21:00:00,0.15,0.0,236.0,1419.2,0.0,0.0,0.072,1505.0,0.38,225.4,0.0,100.0,22.0,"(2030, 261)"
11.01.2023 21:00:00,11.01.2023 22:00:00,0.08,0.0,236.0,1362.9,0.0,0.0,0.072,921.7,0.38,201.4,0.0,100.0,22.0,"(2030, 262)"
11.01.2023 22:00:00,11.01.2023 23:00:00,0.06,0.0,240.0,1278.0,0.0,0.0,0.072,661.8,0.38,134.5,0.0,100.0,22.0,"(2030, 263)"
11.01.2023 23:00:00,12.01.2023 00:00:00,0.07,0.0,240.0,906.3,0.0,0.0,0.072,251.8,0.39,74.6,0.0,100.0,22.0,"(2030, 264)"
12.01.2023 00:00:00,12.01.2023 01:00:00,0.07,0.0,252.0,1036.6,0.0,0.0,0.072,25.6,0.38,106.9,0.0,100.0,22.0,"(2030, 265)"
12.01.2023 01:00:00,12.01.2023 02:00:00,0.1,0.0,252.0,831.9,0.0,0.0,0.072,-69.5,0.38,70.3,0.0,100.0,22.0,"(2030, 266)"
12.01.2023 02:00:00,12.01.2023 03:00:00,0.15,0.0,252.0,630.9,0.0,0.0,0.072,-248.8,0.38,46.1,0.0,100.0,22.0,"(2030, 267)"
12.01.2023 03:00:00,12.01.2023 04:00:00,0.19,0.0,252.0,658.9,0.0,0.0,0.072,-489.4,0.37,53.7,0.0,100.0,22.0,"(2030, 268)"
12.01.2023 04:00:00,12.01.2023 05:00:00,0.23,0.0,252.0,787.1,0.0,0.0,0.072,-516.3,0.37,55.9,0.0,100.0,22.0,"(2030, 269)"
12.01.2023 05:00:00,12.01.2023 06:00:00,0.21,0.0,251.0,1248.8,0.0,0.0,0.072,135.3,0.37,108.6,0.0,100.0,22.0,"(2030, 270)"
12.01.2023 06:00:00,12.01.2023 07:00:00,0.25,0.0,245.0,1550.1,0.0,0.0,0.072,1120.0,0.38,304.9,0.0,100.0,22.0,"(2030, 271)"
12.01.2023 07:00:00,12.01.2023 08:00:00,0.31,0.0,242.0,1824.1,0.0,0.0,0.072,1774.2,0.4,523.0,0.0,100.0,22.0,"(2030, 272)"
12.01.2023 08:00:00,12.01.2023 09:00:00,0.28,0.01,240.0,1853.0,0.0,0.0,0.072,2198.5,0.41,615.0,0.0,100.0,22.0,"(2030, 273)"
12.01.2023 09:00:00,12.01.2023 10:00:00,0.21,0.03,240.0,1888.5,0.0,0.0,0.072,1919.2,0.42,485.4,0.0,100.0,22.0,"(2030, 274)"
12.01.2023 10:00:00,12.01.2023 11:00:00,0.18,0.06,236.0,1942.8,0.0,0.0,0.072,839.3,0.43,358.3,0.0,100.0,22.0,"(2030, 275)"
12.01.2023 11:00:00,12.01.2023 12:00:00,0.16,0.08,239.0,1948.2,0.0,0.0,0.072,825.8,0.42,328.1,0.0,100.0,22.0,"(2030, 276)"
12.01.2023 12:00:00,12.01.2023 13:00:00,0.13,0.09,240.0,1976.8,0.0,0.0,0.072,737.7,0.43,303.0,0.0,100.0,22.0,"(2030, 277)"
12.01.2023 13:00:00,12.01.2023 14:00:00,0.12,0.08,240.0,2005.1,0.0,0.0,0.072,313.1,0.44,261.8,0.0,100.0,22.0,"(2030, 278)"
12.01.2023 14:00:00,12.01.2023 15:00:00,0.16,0.05,240.0,1960.5,0.0,0.0,0.072,602.2,0.44,309.6,0.0,100.0,22.0,"(2030, 279)"
12.01.2023 15:00:00,12.01.2023 16:00:00,0.19,0.03,240.0,1918.1,0.0,0.0,0.072,1230.7,0.42,269.1,0.0,100.0,22.0,"(2030, 280)"
12.01.2023 16:00:00,12.01.2023 17:00:00,0.24,0.01,239.0,1901.3,0.0,0.0,0.072,1711.9,0.42,262.3,0.0,100.0,22.0,"(2030, 281)"
12.01.2023 17:00:00,12.01.2023 18:00:00,0.21,0.0,236.0,1894.7,0.0,0.0,0.072,2025.9,0.42,406.5,0.0,100.0,22.0,"(2030, 282)"
12.01.2023 18:00:00,12.01.2023 19:00:00,0.22,0.0,236.0,1894.0,0.0,0.0,0.072,1984.4,0.42,453.5,0.0,100.0,22.0,"(2030, 283)"
12.01.2023 19:00:00,12.01.2023 20:00:00,0.22,0.0,240.0,1863.3,0.0,0.0,0.072,1227.0,0.42,378.5,0.0,100.0,22.0,"(2030, 284)"
12.01.2023 20:00:00,12.01.2023 21:00:00,0.14,0.0,240.0,1520.9,0.0,0.0,0.072,1071.5,0.4,405.0,0.0,100.0,22.0,"(2030, 285)"
12.01.2023 21:00:00,12.01.2023 22:00:00,0.13,0.0,240.0,1435.7,0.0,0.0,0.072,1199.1,0.39,495.6,0.0,100.0,22.0,"(2030, 286)"
12.01.2023 22:00:00,12.01.2023 23:00:00,0.15,0.0,240.0,1340.4,0.0,0.0,0.072,974.5,0.39,302.6,0.0,100.0,22.0,"(2030, 287)"
12.01.2023 23:00:00,13.01.2023 00:00:00,0.17,0.0,240.0,1361.1,0.0,0.0,0.072,420.3,0.39,156.5,0.0,100.0,22.0,"(2030, 288)"
13.01.2023 00:00:00,13.01.2023 01:00:00,0.17,0.0,252.0,1003.9,0.0,0.0,0.072,-647.7,0.38,87.1,0.0,100.0,22.0,"(2030, 289)"
13.01.2023 01:00:00,13.01.2023 02:00:00,0.16,0.0,252.0,669.9,0.0,0.0,0.072,-998.2,0.39,72.0,0.0,100.0,22.0,"(2030, 290)"
13.01.2023 02:00:00,13.01.2023 03:00:00,0.15,0.0,252.0,640.9,0.0,0.0,0.072,-1226.5,0.38,62.3,0.0,100.0,22.0,"(2030, 291)"
13.01.2023 03:00:00,13.01.2023 04:00:00,0.13,0.0,252.0,737.6,0.0,0.0,0.072,-1250.1,0.37,61.1,0.0,100.0,22.0,"(2030, 292)"
13.01.2023 04:00:00,13.01.2023 05:00:00,0.13,0.0,252.0,888.9,0.0,0.0,0.072,-864.0,0.37,62.3,0.0,100.0,22.0,"(2030, 293)"
13.01.2023 05:00:00,13.01.2023 06:00:00,0.12,0.0,251.0,1296.5,0.0,0.0,0.072,-505.6,0.37,81.7,0.0,100.0,22.0,"(2030, 294)"
13.01.2023 06:00:00,13.01.2023 07:00:00,0.12,0.0,245.0,2018.8,0.0,0.0,0.072,182.0,0.38,265.7,0.0,100.0,22.0,"(2030, 295)"
13.01.2023 07:00:00,13.01.2023 08:00:00,0.13,0.0,242.0,2654.5,0.0,0.0,0.072,524.0,0.42,387.5,0.0,100.0,22.0,"(2030, 296)"
13.01.2023 08:00:00,13.01.2023 09:00:00,0.16,0.01,240.0,3046.7,0.0,0.0,0.072,970.8,0.42,626.8,0.0,100.0,22.0,"(2030, 297)"
13.01.2023 09:00:00,13.01.2023 10:00:00,0.17,0.02,240.0,3208.2,0.0,0.0,0.072,1053.3,0.42,628.9,0.0,100.0,22.0,"(2030, 298)"
13.01.2023 10:00:00,13.01.2023 11:00:00,0.18,0.03,236.0,3203.9,0.0,0.0,0.072,875.6,0.41,455.0,0.0,100.0,22.0,"(2030, 299)"
13.01.2023 11:00:00,13.01.2023 12:00:00,0.17,0.04,239.0,3241.4,0.0,0.0,0.072,699.9,0.4,339.0,0.0,100.0,22.0,"(2030, 300)"
13.01.2023 12:00:00,13.01.2023 13:00:00,0.17,0.05,240.0,3229.0,0.0,0.0,0.072,727.4,0.39,338.0,0.0,100.0,22.0,"(2030, 301)"
13.01.2023 13:00:00,13.01.2023 14:00:00,0.19,0.04,240.0,3217.0,0.0,0.0,0.072,548.9,0.38,295.8,0.0,100.0,22.0,"(2030, 302)"
13.01.2023 14:00:00,13.01.2023 15:00:00,0.17,0.03,240.0,3014.2,0.0,0.0,0.072,574.3,0.38,341.8,0.0,100.0,22.0,"(2030, 303)"
13.01.2023 15:00:00,13.01.2023 16:00:00,0.14,0.02,240.0,2543.8,0.0,0.0,0.072,830.3,0.38,404.1,0.0,100.0,22.0,"(2030, 304)"
13.01.2023 16:00:00,13.01.2023 17:00:00,0.2,0.0,239.0,2460.2,0.0,0.0,0.072,728.0,0.38,486.1,0.0,100.0,22.0,"(2030, 305)"
13.01.2023 17:00:00,13.01.2023 18:00:00,0.3,0.0,236.0,2462.9,0.0,0.0,0.072,663.7,0.39,395.1,0.0,100.0,22.0,"(2030, 306)"
13.01.2023 18:00:00,13.01.2023 19:00:00,0.24,0.0,236.0,2092.8,0.0,0.0,0.072,424.7,0.39,306.5,0.0,100.0,22.0,"(2030, 307)"
13.01.2023 19:00:00,13.01.2023 20:00:00,0.18,0.0,240.0,1737.5,0.0,0.0,0.072,354.9,0.4,402.5,0.0,100.0,22.0,"(2030, 308)"
13.01.2023 20:00:00,13.01.2023 21:00:00,0.13,0.0,240.0,1575.9,0.0,0.0,0.072,-29.1,0.41,272.7,0.0,100.0,22.0,"(2030, 309)"
13.01.2023 21:00:00,13.01.2023 22:00:00,0.25,0.0,240.0,1049.0,0.0,0.0,0.072,-838.0,0.41,174.0,0.0,100.0,22.0,"(2030, 310)"
